Filename,Title,Start Page (Bookmark),End Page (Bookmark),Arranger,Genres,Tags,Books,Reference,Rating,Difficulty,Minutes,Seconds,keysf,keymi
Cherokee Shuffle TW.pdf,Cherokee Shuffle TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cherry Blossom Waltz-DAD-4 part.pdf,Cherry Blossom Waltz-DAD-4 part,,,Ellen Pratt,,,,,0,0,,,,
Cherry Tree Carol capo3.tef *.pdf,Cherry Tree Carol capo3.tef *,,,Melanie Johnston,,,,,0,0,,,,
Cherry Tree Carol.pdf,Cherry Tree Carol,,,,,,,,0,0,,,,
Childgrove (arr01).pdf,Childgrove (arr01),,,Jeffrey Rocchio,"Air, Dance, March","SMN, TAB",,,0,0,,,,
Children Go Where I Send Thee - Seifert.pdf,Children Go Where I Send Thee - Seifert,,,Stephen Seifert,Christmas,,Come Let Us Adore Him - Seifert,,0,0,,,,
Chinese Breakdown TW.pdf,Chinese Breakdown TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Chinese Breakdown.pdf,Chinese Breakdown,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Chinkapin Hunting.pdf,Chinkapin Hunting,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Christmas in Killarney Jig *.pdf,Christmas in Killarney Jig *,,,Diana Willson,Christmas,,,,0,0,,,,
Christmas Lullaby.pdf,Christmas Lullaby,,,Don Pedi,,,,,0,0,,,,
Christmas Time is Coming.tef.pdf,Christmas Time is Coming.tef,,,Melanie Johnston,,,,,0,0,,,,
Christmas Time Will Soon Be Over.pdf,Christmas Time Will Soon Be Over,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Christmas Time's a Comin'.pdf,Christmas Time's a Comin',,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Christmas-Times-a-Comin_arr02.pdf,Christmas-Times-a-Comin_arr02,,,,,,,,0,0,,,,
Christmas-Times-a-Comin_Mel-DAD.pdf,Christmas-Times-a-Comin_Mel-DAD,,,,,,,,0,0,,,,
Cindy TW.pdf,Cindy TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cindy.pdf,Cindy,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
City of New Orleans.pdf,City of New Orleans,,,Melanie Johnston,,,,,0,0,,,,
Clay Hole Waltz.pdf,Clay Hole Waltz,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Cluck Old Hen TW.pdf,Cluck Old Hen TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cluck Old Hen.pdf,Cluck Old Hen,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Cold Frosty Morning - Seifert.pdf,Cold Frosty Morning - Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Cold Frosty Morning (arr03) TW+Pratt.pdf,Cold Frosty Morning (arr03) TW+Pratt,,,Johnston & Pratt,"Christmas, Reel","Christmas MultiPart, MultiPart",,,0,0,,,,
Cold Frosty Morning *.pdf,Cold Frosty Morning *,,,,,,,,0,0,,,,
Cold Frosty Morning TW.pdf,Cold Frosty Morning TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cold Frosty Morning.pdf,Cold Frosty Morning,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-2,,0,0,,,,
Cold Kitchen TW.pdf,Cold Kitchen TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cold-Frosty-Morning_arr03_TW-Pratt.pdf,Cold-Frosty-Morning_arr03_TW-Pratt,,,,,,,,0,0,,,,
Coleman's March TW.pdf,Coleman's March TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Coleman’s March.pdf,Coleman’s March,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
colors of the Wind.tef *.pdf,colors of the Wind.tef *,,,Melanie Johnston,,,,,0,0,,,,
Columbus Stockade Blues 2.pdf,Columbus Stockade Blues,,,,,,,,0,0,,,,
Columbus Stockade Blues TW.pdf,Columbus Stockade Blues TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Columbus Stockade Blues.pdf,Columbus Stockade Blues,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Come By the Hills.pdf,Come By the Hills,,,Melanie Johnston,,,,,0,0,,,,
Come My Love.pdf,Come My Love,,,Brockington,,"DAD, Fingerpicked, Multipart",,,0,0,,,,
Come O Come Emmanuel.pdf,Come O Come Emmanuel,,,Melanie Johnston,,,Christmas On the Dulcimer - Johnston,,0,0,,,,
Come oh Come Emmanuel.pdf,Come oh Come Emmanuel,,,,Christmas,Club: Black Bear,,,0,0,,,,
Come Thy Fount of Every Blessing 2.pdf,Come Thy Fount of Every Blessing 2,,,,,,,,0,0,,,,
Come Ye Thankful People - 2 parts.pdf,Come Ye Thankful People - 2 parts,,,,,,,,0,0,,,,
Contributing to the Delinquency Of Am (arr01).pdf,Contributing to the Delinquency Of Am (arr01),,,Ben Catt & Kelly Kaiser,Modern,"Key:Am, SMN, Study",,,0,0,,,,
Cool September Rain 2.pdf,Cool September Rain,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Cool September Rain.pdf,Cool September Rain,,,Unger - Mason - Johnston,Waltz,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Cotton Eyed Joe In A.pdf,Cotton Eyed Joe In A,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Cotton Eyed Joe TW.pdf,Cotton Eyed Joe TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cotton Eyed Joe.pdf,Cotton Eyed Joe,,,,,,,,0,0,,,,
Coulter's Candy.pdf,Coulter's Candy,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Coventry Carol.pdf,Coventry Carol,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-1,,0,0,,,,
Covered Bridge.pdf,Covered Bridge,,,Unger - Mason - Johnston,Waltz,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Cowboy Waltz.pdf,Cowboy Waltz,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Cradle Song - Dusty.pdf,Cradle Song - Dusty,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Crawdad Song 3.pdf,Crawdad Song 3,,,,,,,,0,0,,,,
Cricket on the Hearth.pdf,Cricket on the Hearth,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Cripple Creek (arr04: Seifert 4-Part).pdf,Cripple Creek (arr04: Seifert 4-Part),,,Johnston & Seifert,"Bluegrass, Breakdown, Old-Time","Key:D, Multipart, Training Wheels, W&S",,,0,0,,,,
Crooked Ridge.pdf,Crooked Ridge,,,Doofus,,"DAD, Old Time",,,0,0,,,,
Cry of the Hillborn.pdf,Cry of the Hillborn,,,Unger - Mason - Johnston,Waltz,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Crying Waltz 2.pdf,Crying Waltz,,,Stephen Seifert,,,Finger Pickin’ Good I,,0,0,,,,
Cucharin's Cross TW 2.pdf,Cucharin's Cross TW,,,Melanie Johnston,,,,,0,0,,,,
Cucharin's Cross TW.pdf,Cucharin's Cross TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cucharin's Cross.pdf,Cucharin's Cross,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Cumberland Deer Chase TW.pdf,Cumberland Deer Chase TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cumberland Deer Chase.pdf,Cumberland Deer Chase,,,,,,,,0,0,,,,
Cumberland Gap Seifert.pdf,Cumberland Gap Seifert,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Cumberland Gap TW.pdf,Cumberland Gap TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Cumberland Mountain Deer Chase.pdf,Cumberland Mountain Deer Chase,,,,,,,,0,0,,,,
Cutting at the Point.pdf,Cutting at the Point,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Da Ferrie Reel.pdf,Da Ferrie Reel,,,Gitler,,"DAD, Reel",,,0,0,,,,
Dan the Cobbler.pdf,Dan the Cobbler,,,Gitler,,DAD,,,0,0,,,,
Dance All Night.pdf,Dance All Night,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Dancing Master Jig.pdf,Dancing Master Jig,,,melma,,,,,0,0,,,,
Danny Boy.pdf,Danny Boy,,,,,,,,0,0,,,,
Danny-Boy_DenJm.pdf,Danny-Boy_DenJm,,,,,,,,0,0,,,,
Dargason.pdf,Dargason,,,Jean Moon,,,,,0,0,,,,
Dawn of Time.pdf,Dawn of Time,,,Unger - Mason - Johnston,Waltz,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Deck the Halls - Seifert.pdf,Deck the Halls - Seifert,,,Stephen Seifert,Christmas,,Come Let Us Adore Him - Seifert,,0,0,,,,
Deck the Halls 2 2.pdf,Deck the Halls 2,,,Melanie Johnston,,,Student Christmas,,0,0,,,,
Deck the Halls 2.pdf,Deck the Halls,,,Melanie Johnston,,,,,0,0,,,,
Deck the Halls 4.pdf,Deck the Halls,,,Melanie Johnston,,,,,0,0,,,,
"Deck the Halls, crd-mldy.pdf","Deck the Halls, crd-mldy",,,Melanie Johnston,,,,,0,0,,,,
Deck the Halls.pdf,Deck the Halls,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-2,,0,0,,,,
Delbert's Tear 2.pdf,Delbert's Tear,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Delbert's Tear.pdf,Delbert's Tear,,,Unger - Mason - Johnston,Waltz,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Devil's Dream.pdf,Devil's Dream,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Devotd to You.tef *.pdf,Devotd to You.tef *,,,Melanie Johnston,,,,,0,0,,,,
Devoted to You.pdf,Devoted to You,,,Larry Conger,,,,,0,0,,,,
"Did You Ever See the Devil, Uncle Joe?.pdf","Did You Ever See the Devil, Uncle Joe?",,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Dixie TW.pdf,Dixie TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Dixie.pdf,Dixie,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Dona Nobis Pacem 3.pdf,Dona Nobis Pacem,,,Ellen Pratt,,,,,0,0,,,,
Dona Nobis Pacem 4.pdf,Dona Nobis Pacem,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-2,,0,0,,,,
Dona Nobis Pacem.pdf,Dona Nobis Pacem,,,,Christmas,Club: Black Bear,,,0,0,,,,
Double File.pdf,Double File,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Doucement s'en va le Jour.pdf,Doucement s'en va le Jour,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Down by the Sally Gardens.pdf,Down by the Sally Gardens,,,melma,,,,,0,0,,,,
Down in the River to Pray.pdf,Down in the River to Pray,,,,,,,,0,0,,,,
Down in the Willow Garden Arbor Trio.pdf,Down in the Willow Garden Arbor Trio,,,,,,,,0,0,,,,
Down the River I Go TW.pdf,Down the River I Go TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Down the River I Go Uncle Joe.pdf,Down the River I Go Uncle Joe,,,,,,,,0,0,,,,
Down the River I Go.pdf,Down the River I Go,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Down To Caro.pdf,Down To Caro,,,,,,,,0,0,,,,
Down to the River to Pray.pdf,Down to the River to Pray,,,Melanie Johnston,,,,,0,0,,,,
Down Yonder TW.pdf,Down Yonder TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Down Yonder.pdf,Down Yonder,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Down-In-the-River-to-Pray_arr01_Johnston.pdf,Down-In-the-River-to-Pray_arr01_Johnston,,,,,,,,0,0,,,,
Dreidel Song.pdf,Dreidel Song,,,,Christmas,Club: Black Bear,,,0,0,,,,
Drunken Sailor - Sinner Man (arr01).pdf,Drunken Sailor - Sinner Man (arr01),,,Larry Conger,"Folk, Partner Songs, Sea Shanty","Multipart, W&S",,,0,0,,,,
Drunken Sinner partner Song.pdf,Drunken Sinner partner Song,,,,,,,,0,0,,,,
DrunkenSailor-SinnerMan_arr01.pdf,DrunkenSailor-SinnerMan_arr01,,,,,,,,0,0,,,,
Dry & Dusty.pdf,Dry & Dusty,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Dubuque TW.pdf,Dubuque TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Dubuque.pdf,Dubuque,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Ducks on a Millpond.pdf,Ducks on a Millpond,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Ducks on the Pond.pdf,Ducks on the Pond,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Duermete mi Nino.pdf,Duermete mi Nino,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Dulcimer Daze 3 parts.pdf,Dulcimer Daze 3 parts,,,,,,,,0,0,,,,
Dun - St Kilda Heartstrings.pdf,Dun - St Kilda Heartstrings,,,,,,,,0,0,,,,
Eagles Medley.pdf,Eagles Medley,,,,,,,,0,0,,,,
Earl of Salisbury's Pavane.pdf,Earl of Salisbury's Pavane,,,Ellen Pratt,,,,,0,0,,,,
East Tennessee Blues.pdf,East Tennessee Blues,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Ebenezer.pdf,Ebenezer,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Egals Medley.pdf,Egals Medley,,,,,,,,0,0,,,,
Eighth of January TW.pdf,Eighth of January TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Eighth of January.pdf,Eighth of January,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Einini.pdf,Einini,,,,,,,,0,0,,,,
El Paso Waltz.pdf,El Paso Waltz,,,Ken Bloom,,,,,0,0,,,,
Elephant Hotel.pdf,Elephant Hotel,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Elk River Blues.pdf,Elk River Blues,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Ellan Vannin.final2.pdf,Ellan Vannin.final2,,,Carol Walker,,,,,0,0,,,,
Elzic's Farewell.pdf,Elzic's Farewell,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Emma's Waltz 2.pdf,Emma's Waltz 2,,,Neal Hellman,Waltz,,,,0,0,,,,
Estonian Waltz.pdf,Estonian Waltz,,,,,,,,0,0,,,,
Evolutionary Exercises.pdf,Evolutionary Exercises,,,Bing Futch,"Courses, Exercises","Black-Mountain-2021, Exercises",,,0,0,,,,
Exercise 10 Scales.pdf,Exercise 10 Scales,,,,,SMN,,,0,0,,,,
Expectation Waltz.pdf,Expectation Waltz,,,,,,,,0,0,,,,
Fa La Bambin.pdf,Fa La Bambin,,,,,,,,0,0,,,,
Faded Coat of Blue - Conger.pdf,Faded Coat of Blue - Conger,,,,,,,,0,0,,,,
Faded Coat of Blue SMN.pdf,Faded Coat of Blue SMN,,,,,,,,0,0,,,,
Fairflowers Original.pdf,Fairflowers Original,,,,,,,,0,0,,,,
Fais Do Do.pdf,Fais Do Do,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Farewell to Tarwathie.pdf,Farewell to Tarwathie,,,Melanie Johnston,,,,,0,0,,,,
Farmer's Reel 2.pdf,Farmer's Reel 2,,,Kristin Gitler,,,,,0,0,,,,
Farther Along - Judy H.pdf,Farther Along - Judy H,,,,,,,,0,0,,,,
Fiddler Has Played seifert.pdf,Fiddler Has Played seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Fields of Gold.pdf,Fields of Gold,,,Melanie Johnston,,,,,0,0,,,,
Fields-of-Gold_arr01.pdf,Fields-of-Gold_arr01,,,,,,,,0,0,,,,
Finlandia.pdf,Finlandia,,,,,,,,0,0,,,,
Fire on the Mountain.pdf,Fire on the Mountain,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
First Noel - Seifert.pdf,First Noel - Seifert,,,Stephen Seifert,Christmas,,Come Let Us Adore Him - Seifert,,0,0,,,,
Fish-and-Whistle_arr02-r01.a.pdf,Fish-and-Whistle_arr02-r01.a,,,,,,,,0,0,,,,
Fisher's Hornpipe TW.pdf,Fisher's Hornpipe TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Fisher's Hornpipe.pdf,Fisher's Hornpipe,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
FishersHornpipe_DenJm.pdf,FishersHornpipe_DenJm,,,,,,,,0,0,,,,
Five Pounds of Possum 2.pdf,Five Pounds of Possum,,,,,,,,0,0,,,,
Five Pounds of Possum 3.pdf,Five Pounds of Possum,,,,,,,,0,0,,,,
Five Pounds of Possum.pdf,Five Pounds of Possum,,,,,,,,0,0,,,,
Flop Eared Mule TW.pdf,Flop Eared Mule TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Flop Eared Mule.pdf,Flop Eared Mule,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Fly Around My Pretty Little Miss TW.pdf,Fly Around My Pretty Little Miss TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Fly Around My Pretty Little Miss.pdf,Fly Around My Pretty Little Miss,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Flying Hog Reel.pdf,Flying Hog Reel,,,Melanie Johnston,,,,,0,0,,,,
Folding Down the Sheets.pdf,Folding Down the Sheets,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Folloe Me.pdf,Folloe Me,,,,,,,,0,0,,,,
Follow the drinking gourd.musx.pdf,Follow the drinking gourd.musx,,,Jean-Baptiste,,"chromatic, SMN",,,0,0,,,,
FollowMeMerrilyrev1.pdf,FollowMeMerrilyrev1,,,,,,,,0,0,,,,
For Ireland - Mel.pdf,For Ireland - Mel,,,Melanie Johnston,,,,,0,0,,,,
For Ireland I'd Not Tell Her Name (arr01: Brockington).pdf,For Ireland I'd Not Tell Her Name (arr01: Brockington),,,Linda Brockington,"Irish Air, Traditional","Key:D, Multipart",,,0,0,,,,
Forked Deer -Seifert.pdf,Forked Deer -Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Forked Deer TW 2.pdf,Forked Deer TW,,,Melanie Johnston,,,,,0,0,,,,
Forked Deer TW.pdf,Forked Deer TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
"Forked Deer, TW & Regular.pdf","Forked Deer, TW & Regular",,,Melanie Johnston,,,,,0,0,,,,
Fortune - Round Peak.pdf,Fortune - Round Peak,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Fortune.pdf,Fortune,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Frere Jacques.pdf,Frere Jacques,,,,,,,,0,0,,,,
Frosty the Snowman.pdf,Frosty the Snowman,,,,Christmas,Club: Black Bear,,,0,0,,,,
Gavotte by Telemann.pdf,Gavotte by Telemann,,,Larry Conger,,,,,0,0,,,,
Genevieve's Waltz 2.pdf,Genevieve's Waltz 2,,,Melanie Johnston,,,,,0,0,,,,
Genevieve's Waltz SMN.pdf,Genevieve's Waltz SMN,,,,,,,,0,0,,,,
Girl I Left Behind Me.pdf,Girl I Left Behind Me,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Give Us Peace - arr01.pdf,Give Us Peace - arr01,,,Stallings,,,,,0,0,,,,
Give Us Peace arr01.pdf,Give Us Peace arr01,,,,,,,,0,0,,,,
"Go In Peace, arr01.pdf","Go In Peace, arr01",,,,,,,,0,0,,,,
Go In Peace.pdf,Go In Peace,,,,,,,,0,0,,,,
Go Tell it on the Mountain - Seifert.pdf,Go Tell it on the Mountain - Seifert,,,Stephen Seifert,Christmas,,Come Let Us Adore Him - Seifert,,0,0,,,,
Go Tell it on the Mountain.pdf,Go Tell it on the Mountain,,,"Lassi, Zanetti",,"Christmas, Multipart",,,0,0,,,,
God Rest Ye Merry Gentelmen - Seifert.pdf,God Rest Ye Merry Gentelmen - Seifert,,,Stephen Seifert,Christmas,,Come Let Us Adore Him - Seifert,,0,0,,,,
God Rest Ye Merry Gentlemen 3.pdf,God Rest Ye Merry Gentlemen,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-1,,0,0,,,,
God rest ye merry Gentlemen.pdf,God rest ye merry Gentlemen,,,,,,,,0,0,,,,
God Rest Ye Merry Gentlemen.pdf,God Rest Ye Merry Gentlemen,,,,Christmas,Club: Black Bear,,,0,0,,,,
Goin' To Boston - TW & Seifert.pdf,Goin' To Boston - TW & Seifert,,,,,,,,0,0,,,,
Goin' To Boston TW.pdf,Goin' To Boston TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
"Goin' To Boston, Normal & TW.pdf","Goin' To Boston, Normal & TW",,,,,,,,0,0,,,,
Goin' to Boston.pdf,Goin' to Boston,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Going Home - House.pdf,Going Home - House,,,Judy House,,,,,0,0,,,,
"Gold Watch and Chain (G, parts).pdf","Gold Watch and Chain (G, parts)",,,,,,,,0,0,,,,
Golden Slippers -Seifert.pdf,Golden Slippers -Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Golden Slippers TW.pdf,Golden Slippers TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Golden Slumbers 3.pdf,Golden Slumbers 3,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Good Christian Men Rejoice.pdf,Good Christian Men Rejoice,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-2,,0,0,,,,
Good King Wesceslas.pdf,Good King Wesceslas,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-2,,0,0,,,,
Goodbye Liza Jane TW.pdf,Goodbye Liza Jane TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Grace - Follow Me.pdf,Grace - Follow Me,,,,,,,,0,0,,,,
Grandfather's Clock Finger.pdf,Grandfather's Clock Finger,,,Stephen Seifert,,,Finger Pickin’ Good I,,0,0,,,,
Grandfather's Clock.pdf,Grandfather's Clock,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Grandfathers-Clock_arr02_G.pdf,Grandfathers-Clock_arr02_G,,,,,,,,0,0,,,,
Granny Will Your Dog Bite? 1.pdf,Granny Will Your Dog Bite? 1,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Granny Will Your Dog Bite? 2.pdf,Granny Will Your Dog Bite? 2,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Grasshopper Sittin' on a Sweet Potato Vine.pdf,Grasshopper Sittin' on a Sweet Potato Vine,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Gray Cat lesson with harmonies.pdf,Gray Cat lesson with harmonies,,,,,,,,0,0,,,,
Gray Cat on a Tennessee Farm 2.pdf,Gray Cat on a Tennessee Farm 2,,,,,,,,0,0,,,,
Gray Cat on a Tennessee Farm.pdf,Gray Cat on a Tennessee Farm,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Gray Cat on the Tennessee Farm (arr01).pdf,Gray Cat on the Tennessee Farm (arr01),,,unknown,"Breakdown, Old-Time, Traditional","Key:D, Multipart",,,0,0,,,,
Gray Cat TW.pdf,Gray Cat TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Gray Cat with harmonies.pdf,Gray Cat with harmonies,,,,,,,,0,0,,,,
GrayCat_InSMN.pdf,GrayCat_InSMN,,,,,,,,0,0,,,,
Greasy Coat.pdf,Greasy Coat,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Greasy String.pdf,Greasy String,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Great Big Taters in Sandy Land.pdf,Great Big Taters in Sandy Land,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Green Willis.pdf,Green Willis,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Greensleeves - Conger Duet.Pdf,Greensleeves - Conger Duet,,,Larry Conger,,,,,0,0,,,,
Greensleeves - Conger Duet.tef 2.pdf,Greensleeves - Conger Duet.tef,,,Melanie Johnston,,,,,0,0,,,,
Greensleeves - Conger Duet.tef 3.pdf,Greensleeves - Conger Duet.tef,,,Melanie Johnston,,,,,0,0,,,,
Greensleeves - Conger Duet.tef.pdf,Greensleeves - Conger Duet.tef,,,Melanie Johnston,,,,,0,0,,,,
Greensleeves Bass Duet.pdf,Greensleeves Bass Duet,,,,,,,,0,0,,,,
Greensleves P Delich.pdf,Greensleves P Delich,,,Patricia Delich,,,,,0,0,,,,
Ground Hog 2.pdf,Ground Hog,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Ground Hog TW.pdf,Ground Hog TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Ground Hog.pdf,Ground Hog,,,,,,,,0,0,,,,
Gymnopaedia-No-1_arr01.pdf,Gymnopaedia-No-1_arr01,,,,,,,,0,0,,,,
Hale's Rag2.pdf,Hale's Rag2,,,Tull Glazener,,,,,0,0,,,,
Hallelujah - Conger Long.pdf,Hallelujah - Conger Long,,,,,,,,0,0,,,,
Hallelujah Bass - Conger Long.pdf,Hallelujah Bass - Conger Long,,,,,,,,0,0,,,,
Hallelujah Futch.pdf,Hallelujah Futch,,,Bing Futch,,Black-Mountain-2021,,,0,0,,,,
Hallelujah Harmony - Conger Long.pdf,Hallelujah Harmony - Conger Long,,,,,,,,0,0,,,,
Hallelujah.pdf,Hallelujah,,,,,,,,0,0,,,,
Hangman's Reel 3 Parts.pdf,Hangman's Reel 3 Parts,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Hangman's Reel TW.pdf,Hangman's Reel TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Hangmans-Reel_DenJm.pdf,Hangmans-Reel_DenJm,,,,,,,,0,0,,,,
Happy Birthday.pdf,Happy Birthday,,,Melanie Johnston,,,,,0,0,,,,
Hard Time Come Again No More.pdf,Hard Time Come Again No More,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Hard Times Finger SMN.pdf,Hard Times Finger SMN,,,,,SMN,,,0,0,,,,
Hard Times Fingerpicked TAB.pdf,Hard Times Fingerpicked TAB,,,Stephen Seifert,,,Finger Pickin’ Good I,,0,0,,,,
Hard Times TAB.pdf,Hard Times TAB,,,,,,,,0,0,,,,
Hard Times_arr03_Multipart.pdf,Hard Times_arr03_Multipart,,,,,,,,0,0,,,,
Hard-Times_Mel_Easier_SMN.pdf,Hard-Times_Mel_Easier_SMN,,,,,SMN,,,0,0,,,,
Hark the Herald Angels - Seifert.pdf,Hark the Herald Angels - Seifert,,,Stephen Seifert,Christmas,,Come Let Us Adore Him - Seifert,,0,0,,,,
Hark the Herald Angels Sing.pdf,Hark the Herald Angels Sing,,,,Christmas,Club: Black Bear,,,0,0,,,,
Hark The Herald Angels Sing.pdf,Hark The Herald Angels Sing,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-1,,0,0,,,,
Harrison and River.pdf,Harrison and River,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Heart of the Heartland.pdf,Heart of the Heartland,,,,,,,,0,0,,,,
Hector the Hero - Score and Parts.pdf,Hector the Hero - Score and Parts,,,,,,,,0,0,,,,
Hector the Hero.pdf,Hector the Hero,,,Melanie Johnston,,,,,0,0,,,,
Here Comes the Sun - Bass.pdf,Here Comes the Sun - Bass,,,,,,,,0,0,,,,
Here Comes the Sun - Dulcimer 1.pdf,Here Comes the Sun - Dulcimer 1,,,,,,,,0,0,,,,
Here Comes the Sun - Dulcimer 2.pdf,Here Comes the Sun - Dulcimer 2,,,,,,,,0,0,,,,
